"","Company","Job_post","Job_location","Salary_in_thousands","Experience_in_years","Skills"
"each_skill.796","CCS Computers","Database Manager","New Delhi",323,6,"C++ | data warehouse | programming"
"each_skill.806","eGlobalInfotech","Fresh Engineer Graduates with Database, SQL, ETL Basic knowledge","Hyderabad",564,0,"cloud | unix | programming"
"each_skill.8110","Room to Read","Program Associate - GEP","India",364,1,"unix | firebase | MS-Excel"
"each_skill.826","GlobalSpace Tech","Database Developer","Mumbai",498,0,"SQL | programming | C++"
"each_skill.836","Cloud Mentor","Lead Database Developer","Gurgaon",592,1,"C++ | data warehouse | firebase"
"each_skill.846","SOLUSI NSTHR SOLUTIONS PVT LTD","Sr. Database Administrator","Calcutta",441,6,"unix | C++ | cloud"
"each_skill.856","Clickr Estore Pvt. Ltd ( www.clickrestore.in)","Lead -E Commerce(REMOTE)","Remote",542,0,"MS-Excel | C++ | programming"
"each_skill.866","Cargo Flash Infotech Pvt. Ltd.","Database Developer","Gurgaon",319,2,"unix | MS-Excel | programming"
"each_skill.876","Intel","Talent Sourcer","Bangalore",345,5,"SQL | firebase | programming"
"each_skill.886","Motif Electric Ltd.","Quality Head","New Delhi",555,1,"firebase | cloud | C++"
"each_skill.896","CCS Computers","Database Engineer/ Software Developer","New Delhi",449,6,"unix | programming | MS-Excel"
"each_skill.906","Qocept Technologies Pvt Ltd","Quality Assurance Head","Sonipat",564,6,"C++ | cloud | programming"
"each_skill7","Simeio","Business Analyst","Bangalore",505,6,"unix | data warehouse | SQL/PL"
"each_skill.170","Colgate-Palmolive","Voice & Video - Technical Analyst / Sr. Technical Analyst","Mumbai",446,4,"unix | data warehouse | SQL/PL"
"each_skill.227","Arlo Smart Home","Enterprise Technical Analyst/Lead","India",324,5,"unix | SQL/PL | web services"
"each_skill.327","Intrado","Webcast Analyst","Bangalore",495,6,"unix | data warehouse | hardware"
"each_skill.427","Raytheon Technologies Corporate","ServiceNow Technical Lead","Bangalore",577,5,"SQL/PL | hardware | C#"
"each_skill.527","APEX Analytix","Application Support Analyst I","Gurgaon",466,0,"unix | SQL/PL | hardware"
"each_skill.627","Acoustic L.P.","Technical Support Analyst","Pune",569,6,"web services | C# | data warehouse"
"each_skill.727","Raytheon Technologies Corporate","Workday Production Support Analyst","Bangalore",446,5,"hardware | SQL/PL | web services"
"each_skill.827","Calypso Technology","Technical Analyst","Mumbai",392,2,"web services | SQL/PL | unix"
"each_skill.926","SAIPEM","HR Business Analyst DP3_TM5_BE1","Chennai",461,5,"data warehouse | C# | unix"
"each_skill.1026","Pulse Secure","Analyst, Renewal Operations","Mumbai",427,2,"unix | C# | hardware"
"each_skill.1126","PineBridge Investments","Tax Analyst","Mumbai",371,3,"unix | hardware | data warehouse"
"each_skill.1226","Calypso Technology","Technical Analyst – Support","Pune",458,3,"C# | unix | hardware"
"each_skill.1326","Reflektive","Configuration Analyst","Bangalore",461,2,"data warehouse | web services | unix"
"each_skill.1426","Capco","Technical Business Analyst","Bangalore",305,4,"SQL/PL | web services | C#"
"each_skill.1518","Xactly Corporation","Technical Support Analyst","Bangalore",509,2,"web services | C# | SQL/PL"
"each_skill.1610","Calypso Technology","Salesforce Technical Analyst","Mumbai",355,4,"unix | data warehouse | SQL/PL"
"each_skill.177","Gainsight","Technical Support Analyst - L2","Hyderabad",505,4,"hardware | SQL/PL | web services"
"each_skill.187","Appirio","Technical Data Analyst","Gurgaon",587,1,"data warehouse | hardware | C#"
"each_skill.197","FlexTrade","Technical Analyst","Pune",300,4,"hardware | web services | data warehouse"
"each_skill.207","Technousa","Technical Business Analyst","New Delhi",531,6,"web services | unix | C#"
"each_skill.2111","Telliant India Development Office","Technical Business Analyst","North Goa",309,1,"SQL/PL | unix | hardware"
"each_skill.228","Coforge","Technical Analyst","Noida",551,5,"unix | C# | data warehouse"
"each_skill.237","Axelerant","Technical Business Analyst","Remote",351,2,"unix | hardware | SQL/PL"
"each_skill.247","CSG","Technical Support Analyst Lead","New Delhi",577,0,"unix | data warehouse | hardware"
"each_skill.257","Barclays","Technical Business Analyst","Pune",502,3,"hardware | unix | C#"
"each_skill.267","Productiv Inc","Customer Support Analyst - Technical","Bangalore",557,1,"unix | C# | data warehouse"
"each_skill.277","Qualitest","7260-Sr.Quality Engineer / Sr. Test Analyst -Technical writer","Bangalore",452,0,"web services | data warehouse | hardware"
"each_skill.287","Hansen Technologies","Technical Analyst","Pune",347,6,"unix | SQL/PL | hardware"
"each_skill.297","Euclid Innovations","Technical Analyst","India",320,4,"hardware | unix | C#"
"each_skill.307","Gainsight","Technical Support Analyst - L2","Hyderabad",417,4,"web services | SQL/PL | hardware"
"each_skill.3111","Amazon","Business Analyst-I","Hyderabad",387,1,"C# | hardware | SQL/PL"
"each_skill.328","Gainsight","Technical Support Analyst - L1","Hyderabad",328,6,"SQL/PL | C# | web services"
"each_skill.337","UST Global Singapore Pte Limited","Technical Analyst","Chennai",363,0,"web services | C# | SQL/PL"
"each_skill.347","Crimson Careers","Technical Analyst","Bangalore",522,6,"unix | hardware | web services"
"each_skill.357","RGF Professional Recruitment","Technical Analyst","New Delhi",394,4,"SQL/PL | web services | data warehouse"
"each_skill.367","Empower Retirement","Lead Analyst Technical Ops","Bangalore",383,1,"SQL/PL | data warehouse | C#"
"each_skill.377","eCore Systems","Technical Analyst","Pune",453,5,"C# | data warehouse | web services"
"each_skill.387","Fidelity International","Technical Analyst","Gurgaon",428,6,"web services | SQL/PL | data warehouse"
"each_skill.397","Click2Cloud","Technical Analyst","India",582,1,"SQL/PL | web services | hardware"
"each_skill.407","Pixentia","Technical Analyst","Vijayawada",566,1,"C# | data warehouse | web services"
"each_skill.4111","Fiserv","Technical Config Analyst, Associate","Chennai",539,4,"C# | data warehouse | unix"
"each_skill.428","159 Solutions, Inc.","Technical Analyst","Pune",421,4,"hardware | C# | web services"
"each_skill.437","CSG","Technical Support Analyst II","Bangalore",515,6,"unix | hardware | data warehouse"
"each_skill.447","Luxoft","Fenergo - Data Analyst(Technical)","Bangalore",455,0,"SQL/PL | web services | hardware"
"each_skill.457","ASMI Global Softwares","Technical Analyst","India",427,5,"SQL/PL | hardware | web services"
"each_skill.467","AST LLC","Performance Testing Engineer / Technical Analyst","Ahmedabad",599,0,"SQL/PL | C# | data warehouse"
"each_skill.477","CSG","Technical Support Analyst Senior","Bangalore",572,4,"hardware | C# | data warehouse"
"each_skill.487","Fiserv","Technical Configuration Analyst, Staff","Chennai",376,4,"C# | SQL/PL | web services"
"each_skill.497","BMC","Staff Specialist Technical Support Analyst - Remedy ITSM / SRM / DWP / MyIT","Pune",347,5,"unix | data warehouse | hardware"
"each_skill.507","Calypso","Technical Analyst","Mumbai",427,2,"C# | hardware | data warehouse"
"each_skill.5111","CSG","Technical Support Analyst I","Bangalore",531,5,"hardware | unix | data warehouse"
"each_skill.528","State Street Corporation","Supervisor/Team Lead, Team Leader/Technical Leader, Data Analyst","Bangalore",484,3,"C# | hardware | web services"
"each_skill.537","BMC","Senior Technical Support Analyst - BMC Analytics/Smart reporting","Pune",485,0,"unix | hardware | C#"
"each_skill.547","Smart And Prompt Hr Services Private Limited","Technical Analyst","Eranakulam",393,6,"hardware | C# | SQL/PL"
"each_skill.557","IBM","Business Analyst","Hyderabad",480,5,"hardware | web services | unix"
"each_skill.567","PROBOX","Technical Analyst","Thiruvananthapuram",424,1,"C# | SQL/PL | hardware"
"each_skill.577","Infoblox","Technical Systems Analyst","Bangalore",512,2,"C# | data warehouse | hardware"
"each_skill.587","IHS Markit","Business Analyst","Gurgaon",527,4,"hardware | C# | SQL/PL"
"each_skill.597","PepsiCo","Architect,Service Availability Technical Analyst","Hyderabad",351,6,"SQL/PL | hardware | C#"
"each_skill.607","Appirio","Business Analyst","Chennai",329,1,"hardware | unix | SQL/PL"
"each_skill.6111","Aptean","Customer Success Analyst(Technical / Functional support Analyst)","Bangalore",503,6,"C# | web services | data warehouse"
"each_skill.628","Philips","Software Technologist I- System Analyst","Bangalore",415,6,"unix | web services | C#"
"each_skill.637","Philips","Software Technologist I - System Analyst","Bangalore",367,0,"data warehouse | web services | hardware"
"each_skill.647","NetApp","Business Analyst","Bangalore",598,1,"web services | SQL/PL | C#"
"each_skill.657","Luxoft","Business Analyst","Bangalore",305,4,"data warehouse | web services | unix"
"each_skill.667","Saviynt","Technical Analyst / Sr. Technical Analyst","Bangalore",331,3,"web services | C# | unix"
"each_skill.677","FE fundinfo","Data Analyst","Chennai",401,4,"C# | web services | unix"
"each_skill.687","BMC","Staff Specialist Technical Support Analyst - India (BMC Remedy ITSM)","Pune",392,4,"web services | SQL/PL | unix"
"each_skill.697","Red Hat","Business Analyst","Pune",511,3,"data warehouse | C# | web services"
"each_skill.707","Visa","Project Analyst (Technical Program Management - 5-8 years experience)","Bangalore",411,2,"web services | SQL/PL | C#"
"each_skill.7111","Blue Yonder","Technical Analyst - Support","Mathura",593,6,"SQL/PL | web services | data warehouse"
"each_skill.728","Amazon","Business Analyst","Bangalore",382,6,"C# | hardware | data warehouse"
"each_skill.737","BMC","BMC Remedy ARS Technical Support Analyst - India","Bangalore",522,3,"unix | C# | SQL/PL"
"each_skill.747","Resilinc","Technical Support Analyst","Pune",313,4,"data warehouse | web services | SQL/PL"
"each_skill.757","OSTC India","Test Analyst","Mumbai",498,0,"data warehouse | web services | hardware"
"each_skill.767","amdocs","Technical & business operations Analyst ( Pune + 87685 )","India",322,5,"unix | data warehouse | web services"
"each_skill.777","AstraZeneca","Analyst","Chennai",542,6,"C# | hardware | unix"
"each_skill.787","BMC","Staff Specialist Technical Support Analyst - India","Bangalore",410,3,"unix | C# | web services"
"each_skill.797","Virtusa Software Services Private Limited","Team Leader/Technical Leader, Security Analyst, Hardware Design Technical Leader","Bangalore",332,2,"C# | web services | data warehouse"
"each_skill.807","Maropost","Technical Program Analyst","SAS Nagar",453,4,"SQL/PL | unix | data warehouse"
"each_skill.8111","Deloitte","Associate Analyst / Analyst - Technical Support - Hyderabad","Hyderabad",591,6,"C# | web services | unix"
"each_skill.828","J.P. Morgan","Business Analyst","Bangalore",567,5,"hardware | unix | SQL/PL"
"each_skill.837","Synopsys","SAP Fieldglass Technical Analyst, II","Bangalore",334,5,"C# | hardware | data warehouse"
"each_skill.847","Deloitte","Analyst - Technical Support- Hyderabad","Hyderabad",397,5,"C# | data warehouse | web services"
"each_skill.857","Bayer","Business Analyst","Calcutta",595,2,"data warehouse | unix | SQL/PL"
"each_skill.867","Saffron Consultancy Services","TECHNICAL BUSINESS ANALYST","Hyderabad",511,6,"data warehouse | SQL/PL | unix"
"each_skill.877","Talentpro","HCM Business Analyst / Technical Writer","India",441,3,"web services | SQL/PL | hardware"
"each_skill.887","Blue Yonder","Technical Analyst Int.","Bangalore",544,6,"hardware | unix | web services"
"each_skill.897","Deloitte","Senior Analyst / Technical Specialist - Full Stack Developer - Angular & .Net - Hyderabad","Hyderabad",520,2,"SQL/PL | data warehouse | web services"
"each_skill.907","NICE Actimize","Business Analyst","Pune",379,1,"hardware | SQL/PL | unix"
"each_skill.9110","Amazon","Automation Analyst","Bangalore",318,5,"data warehouse | hardware | SQL/PL"
"each_skill.927","Preludesys","System Analyst-Technical","India",545,2,"C# | data warehouse | SQL/PL"
"each_skill.936","Appirio","Analyst","Gurgaon",544,3,"unix | data warehouse | hardware"
